text,sentiment
Famous place; fast service; caring staff; the taste of the sherbet we tried for the first time was legendary.,positive
The variety is plentiful. Pretty clean and decent. They make very good dishes from the southeast of our country.,positive
The waiters are generally very sullen and unhappy. Service is very slow. Nothing extra comes to the table. Even the starter appetizer; which is available in many kebab shops; does not come. Lahmacun was very dry and tasteless.,negative
Everything was excellent. Thank you!,positive
A perfect view; a friendly and sincere service and great tastes...what more could you ask for?,positive
The view is great. This may be its only good feature. Apart from that; they have extremely rude employees.,negative
The food is good. The calamari and seafood are delicious. Nice atmosphere opposite the sea. It would have been better if there was some music playing in the venue.,positive
Yummy; delicious and wonderful.. The view is as beautiful as the food.,positive
We had dinner in a very stylish place with a beautiful view by the sea. The flavors were perfect.,positive
A decent place where you can dine under the trees; accompanied by the moonlight. Employees are friendly.,positive
Be sure to ask for all prices in advance. You'd definitely get charged triple the price and these guys will try to scam you in all possible ways. Including overcharging the market price; charging you for double the weight of the fish & serving you a half the fillet and all the bones to charge you for all that.,negative
The summer part of the place is stylish and pleasant; the view is wonderful. The food and appetizers are delicious. Prices were a little expensive.,positive
Generally good service thank you!,positive
Appetizers are great; the view is great; the place is beautiful; the fish is very fresh and delicious.,positive
Food came late; pasta was cold. The waiters couldn't take care of us from taking care of the takeaway.,negative
The ingredients used in the salad were rotten; I didn't like it at all.,negative
Great chicken; thanks!,positive
The taste is fine; but when you wait for the waiter for 15 minutes to order and wait for the food for 15 minutes after placing the order; the taste is meaningless. Waiters were very indifferent.,negative
Recommend.,positive
Very tasty; I definitely recommend. The reason I gave 4 stars is because the prices are expensive.,positive
We ordered cafe de paris; it was delicious; and the price was 35tl.,positive
Salad was not very fresh.,positive
It was a bit crowded; but it's okay; the flavors were good.,positive
Overall everything was delicious; however; we didn't like the eggplant salad; it was too sour and didn't taste like eggplant at all.,positive
Raki and fish was good thank you it was super.,positive
We went on a Friday and all the tables were full at first. Service; waiters; the ambiance is very nice. The menu was a little expensive.,positive
Excellent service.,positive
I recommend the liver and Cyprus salad; the appetizers are delicious; the price is good according to the place and the service provided.,positive
The smell of the wet wipes was very nice. It's a clean place.,positive
We ate nice fishes; thank you.,positive
Elite; delicious; central; what more? The most preferred dishes we experienced are sole fish skewers; fried anchovies and shrimp-calamari. They also bring fresh lavash if you want. The sole fish was amazing. Food is also a little pricey.,positive
Thanks for the nice service.,positive
Nice salad; it was delicious.,positive
We randomly decided to stop by and have an ice cream; but we tasted the worst ice cream we've ever had in our lives here. I don't know if it was one of the flavors they used; but the products seemed to be out of date.,negative
Have you ever seen a rainbow in these colors?! The 5-year-old boy would draw the umbrella more beautifully; which was said to be made of sugar dough. The cake doesn't even stand up straight. A birthday cake would only be so sloppy.,negative
The pastry is very nice . It is more affordable compared to other places. I highly recommend other products.,positive
It is clean and hygiene rules have been followed. The products are daily and fresh.  It is very rich in diversity. Every product you are looking for is available. You can shop without thinking at all.,positive
Don't order anything at home; they're sending a stale dessert.,negative
I didn't like the atmosphere or the decor either. The lower floor is in front of the highway. Trucks are passing by; you're eating pies. It's not nice and it's expensive. Oh; and there are a lot of beggars.,negative
My and my 3.5-year-old daughter's favorite place is in Samsun; we love the products of this place the most.,positive
They have various and delicious products. Especially the age cakes are very successful. The materials they use in the products are of high quality; the prices are reasonable according to the quality.,positive
You won't regret that the products taste very good; but I've never seen such a bad staff before; definitely don't sit down and drink tea and coffee; take the product and leave; that's the most logical thing.,negative
it is a very nice place for high quality and special tastes; the employees and the owner are very interested and polite; we are going with love.,positive
Chinese salad and spring rolls were okay. I didn't like the veggie noodles very much. The plum sauce of the peking duck was delicious but the presentation was poor.,positive
A place with a nice ambiance and delicious sushi. It may be called expensive; but unfortunately; the taste is not affordable.,positive
The ambiance of the place is nice but the food is not tasty. I don't think I will come again.,negative
When you come to the front of the place; its magnificent exterior design really draws attention and I think it was done very well and I personally liked it very much. The atmosphere is truly magnificent. We tried Chinese food; especially ramen was delicious.,positive
"The atmosphere is nice and the food is delicious. We tried noodles, spring rolls; hot and sour soup and an apple dessert.",positive
Food was a bit salty due to soy sauce. Prices are in line with the market.,positive
I tried peking duck with orange and soy sauce. It had a somewhat offensive odor. Good in terms of taste.,positive
The outside and inside of the restaurant is very well decorated. The ambiance is really nice. We ate sushi; chicken with mushrooms and steamed ravioli. I really liked the sushi and chicken; but I found the ravioli a bit bland.,positive
We ate 3 Bentos and 3 Mixed Noodles. We liked everything we ate; it was very tasty. The service was fast; but it was a bit expensive for your information.,positive
One of the places in Samsun with the most beautiful view and menu. A place where you can enjoy your dessert and coffee to the full while enjoying the sea view in front.,positive
First of all; the service is slow and very late; and there are no crowds. I ordered a bulk profiterole. The portion also had 4 balls the size of nuts; and the chocolate was also tasteless.,negative
Atakum Mado... What a need for another word... The taste;  quality of the products are ala. It is very nice that the service staff is kind; solution-oriented. Especially the sensitivity of the company official; it is very nice to be relevant.,positive
Well; it was very nice; the service was very fast and the prices are reasonable; I recommend delicious food.,positive
I wanted a four-cheese ravioli. It's just that the sauce is nice. Unfortunately; it failed. All of the portions have adapted to the economy; they have shrunk.,negative
My guest and I went for dessert;  we waited 10 minutes to get a menu; we placed orders; and we waited another 20 minutes. Of course; one person couldn't make it to the dozens of tables upstairs to work.,negative
It may be the most friendly service I have ever encountered in my life.  All the employees were very sweet; caring people. the drinks and food were very tasty and fresh. I will definitely come again.,positive
Something strange came out of the ice cream; the teas are stale and boiled; and you have to say an order two or three times; I definitely don't recommend it; it's a pity for your money.,negative
The address of quality. The service should be a little faster.,positive
Love this restaurant; thai style and good taste. Clean and good service.. Recommended !,positive
You can taste different flavors on the menus. It's a bit of an expensive place. The waiters are nice.,positive
Amazing flavors!,positive
Ambiance were pretty good.,positive
The food is very good; the employees are very good and smiling. Prices are very reasonable compared to Asian cuisines. I will come here often.,positive
We’ve had a great dinner at this restaurant. The food was delicious; well prepared and nicely seasoned. I did not know much about Thai cuisine; but I enjoyed the meal very much. Plus the atmosphere of the place is relaxing; staff nice and friendly and prices pretty moderate. Perfect spot to eat out with friends in the center of Istanbul. Would love to come back again!,positive
Although far easts foods suits my taste; Tom Yum soup was very aromatic and different; I didn't like it.,positive
The waiters took care of me. That's why I left the restaurant before I could order.,negative
Egg dish was super salty. Beef with veggies was really good. A bit on the pricier side compared with local Turkish food; but when your Thai GF wants a taste of home; hard to argue over price.,positive
The staff is very nice. The food is quite delicious.,positive
"The environment is nice, the food is delicious, the employees are polite. We ate meatballs in İnegöl. the manti were great.",positive
It's an expensive restaurant.,negative
I especially recommend wedding soup; stuffed meatballs; manti and Inegöl meatballs.,positive
Local dishes and soups are nice.,positive
The place is beautiful; the food sucks. Also expensive.,positive
We came because the comments were good; we did not regret it. I recommend the beef tenderloin. Home baklava is also very tasty; prices are reasonable.,positive
Delicious food; but their toilets are filthy. That's why I'm deducting points.,negative
Famous and delicious meatballs.,positive
The food is delicious; but we waited 1 hour after ordering and we were extremely hungry.,negative
I ate Hünkar Begendi and cherry pudding. Both were legends. The meat of Hünkar Begendi was tender.,positive
It has been wonderfully designed in its new location in Karaköy. It's gorgeous inside. Soundproofing I guess. The waiters are very interested and approaching with a smile. The appetizers and great service were very successful. Thanks.,positive
A classy place in Karaköy with its white cloth and good service. Liver lovers should definitely try the liver pan.,positive
The location is nice; the menus are varied; the appetizers are delicious; the prices are a little high.,positive
Excellent appetizers; great atmosphere; acceptable prices.,positive
Awesome place!,positive
We were not satisfied with the service at all. I ordered wine and it came with a little bit of wine in a regular glass.,negative
Yummy yummy! Delicious!,positive
The treats and the food were really delicious; each of them was not one of those places that would cause you to come to the place and leave unhappy.,positive
We came up with the suggestion; everything was very nice.Especially Koksal; who was in the safe; was so interested. Thank you so much for everything.,positive
The parking area is large; valet service is offered. The welcome at the entrance is good. Attention should be paid to order and cleanliness.,negative
The employees are friendly. The prices are also very reasonable according to the food provided. I can call it the first choice in Samsun.,positive
The place is quite big; the employees are interested and friendly; this is 2.development 5 skewers and buttermilk cost 105 tl I liked the price as appropriate.,positive
Its breakfast is really very good. I would like to especially point out that you do not need to go to Cakalli for Menemen; you can eat the most delicious here. I really like the fried egg too.,positive
They've reduced the menus so much that you can't get enough. The service was over.,negative
The staff is extremely interested; the taste is already a very good place. It is recommended.,positive
The food wasn't bad; we got tired of constantly asking for lavash bread; the liver; until the bread came to the table it became like ice.,negative
It is a great place for Samsun. The taste; the treats; the semolina dessert with ice cream that comes after the meal; the variety of the menu; the attention and politeness of the waiters are very good.,positive
It's delicious; fast and has friendly staff. Although the price seems a little expensive; it meets this with unlimited tea; dessert service and appetizers.,positive
The place is nice; the employees are good. The food is delicious but the human pilfering for extra charge caused me to give it 1 point.,negative
Congratulations; everything was very nice and attentive. The treats were too much for the number of people. Cacik is given in aspava in Ankara; this can also be included in the treats; I can say this in addition.,positive
The prices were in the 120-140 range. I didn't like Lahmacun. The appetizers were nice.,negative
Every time I go; the prices change; I don't like it. But even for the treats; you can go; which comes as many appetizers; tea; etc. as you want.,positive
The sauces and uncooked meats of the dishes give the impression of a meal prepared in the mall and not in a kebab restaurant.,negative
Very; very expensive extravagant prices. One lahmacun is 85 TL. They charge 25 TL for a glass of buttermilk. All the intertwined tables are almost adjacent.,negative
I ate closed doner pita pita were very tasty. Iskender was beautiful. There is a playground for children. Great on treats.,positive
Prices are reasonable; foods were delicious.,positive
"The place was full of flies and one of them fell into my food. When I asked for my meal to be changed,; they refused.",negative
The atmosphere was spacious and the waiters were nice. The meals were very delicious... the prices were reasonable; but the portions were small.,positive
The food is super delicious; I especially recommend the fig dessert. Service personnel interest and hygiene were also high.,positive
The meals were delicious. Service is fast; transportation is easy; staff is friendly. Prices are quite reasonable.,positive
The waiters are scruffy so we didn't feel comfortable eating. The hygiene of the place was also bad.,negative
Great ambiance!,positive
Salad was great; appetizers were good. The degree of cooking of the meat was good. Also the toilets were very clean.,positive
The satisfying menu of local dishes; the taste of the food and the interest of the employees are very good. The advantage is that it is on the road and has its own parking lot.,positive
Everything was excellent; especially sea foods!,positive
Bosphorus Salad; Shrimp Cizlama were really successful. Orders came to my table quickly.,positive
I am a regular at this place; and I love it as a family The food is fantastic; the fish are great!,positive
Clean place; the service is good; Prices are not very cheap. generally the Arabs are leaving; locals are also present. Service is fast.,positive
Portions were quite adequate. Along with your meal comes multiple and delicious appetizers. Seasonal salad was also delicious; vegetables were fresh.,positive
A restaurant where you can eat amazing seafood in a great atmosphere in Bursa. Its taste will really surprise you. I would like to remind you that there is no Alcohol in the restaurant. Bon appetit now!,positive
Expensive place.,negative
The environment is decent; the service is fast and clean. The interior is spacious; the waiters are knowledgeable and respectful.,positive
The assortment is exceptionally good. Fish and accompanying appetizers are very diverse and sufficient. Everything was fresh.,positive
The place was nice; but be aware of an expensive place.,positive
The flavors are still fabulous; Prices may change according to the conditions of the day. But the taste is always great.,positive
Their desserts were really good and tasty but the prices were high.,positive
We ate an excellent baklava. But the price wasn't perfect.,positive
The waiters were extremely indifferent. We asked for peanuts to taste and they added it to the account. However; the head office was very good.,negative
The staff; the dessert; the place; the ambiance; everything is very nice. It was the best baklava I have ever eaten in my life!,positive
Nice ambiance; tasty and crispy baklava and sobiyet.,positive
Great and tasty baklava!,positive
They even charge for treats!,negative
Even though we went late; the desserts were still fresh and delicious. The employees were also very warm and interested.,positive
It's a women-only business. Staff and service are fine. Ambiance and design was good. Food options were few.,positive
There are only female employees. The food is great; the price is quite reasonable and the place is very clean.,positive
There is little variety of food on the menu. Also; the food on the menu is not very tasty.,negative
I think the flavors of the place are overrated. Prices are also normal.,negative
First of all; everything on the menu we tasted was quite delicious. The service was fast; the employees were very friendly.,positive
Delicious!,positive
A decent place where you can taste local dishes in Cappadocia. You can even go just to try the stuffed zucchini flowers.,positive
It is a business that has exactly price performance products. You are eating home-cooked meals in a quiet; spacious and decent place with the service of friendly ladies.,positive
If you want to eat delicious home-cooked meals at an affordable price; definitely stop by during your visit to Cappadocia. The employees are kind and concerned. The environment is nice.,positive
Service was great. Recommend and thank you!,positive
Treats are good; but I did not find the menu very extensive.,positive
Very bad customer satisfaction. The prices are so insane.,negative
A good kebab place. The meat is very good; tasty; the meat is well cooked. The treats are sufficient and tasty.,positive
It was delicious. Interest and kindness are good. But it was expensive.,positive
The attention of the waiters to us was very nice. In addition; it felt pleasant to eat the hot meats.,positive
Staff greeted with a smile at the door. The atmosphere was very nice. Delicious appetizers arrived before the meal.,positive
Everyone is smilingİ the food is delicious. Great place; I recommend it.,positive
The treats weren't enough. Also; as you can see in the photo; my food came a little burnt.,negative
Thank you for providing quality service in a luxury venue.,positive
Great service and reasonable prices. Recommend!,positive
We ordered a mixed breakfast for 3 people and they brought it for 2 people. Service quality is very low.,negative
Interest in Turkish customers was very low. All waiters were taking care of arab customers.,negative
Location view is great. We ate meatballs and kuymak; it was nice. We thought that the dessert and samovar that followed was a treat; but I guess it wasn't.,positive
We came across a slightly expensive menu with a magical view overlooking the lake and the Black Sea.,positive
The view is beautiful. The food was very bad.,negative
A restaurant with a beautiful view. It was nice to have breakfast with this view. The only problem was that the place was a little dirty.,positive
Service is fast and friendly. Breakfast for 3 people is 140 TL; so prices are reasonable.,positive
Nice foods; nice interest!,positive
Its meatballs were good. What they served on the side was also good.,positive
We encountered a unique presentation. The prices are a little higher than the standard; but when you see the presentation and the quality of the food; you realize it's worth it.,positive
Perfect; a relaxing space. Quality and delicious food.,positive
The products are good but quite expensive. The place is more interested in tourists.,positive
The venue is the track and they didn't care about me.,negative
All the food that came to the table was very high quality and delicious. I recommend it to everyone.,positive
Affordable prices. Recommend.,positive
You can find different tastes. It is open until late at night and serves with nice service.,positive
A must try place. It is possible to become addicted afterward.,positive
Hamburger buns are fresh; The patties are soft and delicious. Their special sauces are delicious; It adds a nice flavor to the burger.,positive
The hamburger patty is very small; but it is very tasty and different with its unique sauce and bread. It was not pleasant that there were no potatoes in the menu.,positive
The hamburger patties and sauce were very good. I think their mayonnaise is fabricated mayonnaise; It would be tastier if they made it themselves.,positive
Really delicious burgers. The ketchup sauce they make is excellent. The point I want to criticize is the low grammage of the hamburger.,positive
Really delicious burger. I would recommend it to everyone. Thanks to the smiling staff.,positive
The popular boutique burger restaurant of the street. bread; sauce and meatballs are very nice. Thank you.,positive
We tried the Rib Burger and the Cheese Burger. They put cheddar cheese in the burger instead of cheddar. This idea seemed a little different to me. The sauce inside the ribs is a little sweet. It's a different flavor.,positive
Burgers and fries were delicious. Burger meat came well cooked; I suggest you eat it medium cooked. The sauces are quite different and nice; you should definitely try it.,positive
Too expensive; I can cook better. Also; ambiance of the restaurant is old.,negative
My order was missing sauce; missing desert; missing onion rings; fries were cold and stale; fried legs were stale. What a disgrace!,negative
They got my order wrong and got into an argument with me. You are disgusting! Terrible service; mismanagement.,negative
Food should have been better cooked I think overall not bad.,positive
Everything is delicious; there is a lot and at a good price. Service was nice.,positive
The taste is not bad in general; but you can eat better ones in other restaurants.,positive
No management; food is cold and bad quality; no ice in coke. Not happy at all. I recommend either change the airport manager or close that branch. Definitely bad service.,negative
Classical chicken; not awesome taste but it is ok.,positive
I couldn't finish my meal .Bad smell and bad taste. It seems that the chicken is spoiled. I don't know what to say; but you should not eat in this place. I feel bad because I decided to eat from them.,negative
Delicious and reasonably priced!,positive
The waiters are polite and very interested. The place consists of two concepts; you can eat standing or sitting. The flavors were perfect.,negative
Pasta was fresh. There is always a long queue in front of the place. I ate fettuccine Alfredo; The sauce and flavor were good.,positive
It was served quickly even though it was crowded. It is not a great taste; but it can be preferred for a quick snack.,positive
There are many queues. There is a lack of coordination in the place. Even though you ask for service; they take the bill as soon as the food arrives. Not everyone can eat sitting down; We ate standing.,negative
A delicious masterpiece comes out when it is made in a Parmesan wheel; made with fresh pasta dough by hand; and with its beautiful sauces. The price is also quite reasonable.,positive
Personally; it's very nice Pasta is made; I tried most of the sauces; they were all very good.,positive
It's a very sweet place. Thanks to social media; I learned from there and came. Pasta wasn't bad. In terms of taste; I think it is no different from normal pasta with sauce. The employees are very kind. Order speed is very good. Also; prices are affordable.,positive
Incredibly delicious and fresh; fast service and use of environmentally friendly materials..,positive
Pasta is made there; orders are taken and served. All of them are prepared in one place in 20-25 minutes. The taste is good; the service is good and hygienic; I think it is a taste and culture that should be visited and tasted.,positive
We went for dessert; but there are also food and breakfast options. It's not a huge venue and it gets pretty busy. We ate moblan; ibiza; strawberry puff pastry desserts. Moblan comes in huge portions. Desserts are very tasty and fresh.,positive
Kukis is a great business that is both a bakery and a patisserie. Their cakes and tea are outstanding.,positive
Reasonable prices and amazing deserts.,positive
The cake was amazing. I recommend it. For those who want to sit and eat there; a big queue is waiting for you.,positive
Service is fast. Pistachio prince dessert is excellent!,positive
The portion of toast was small; never satiated. Desserts were good.,positive
Great tastes; the interest of the employees was very good; thank you to them.,positive
If you want to eat cake or dessert; the real taste is here. The place is very stylish in design. Each of the employees is very caring and helpful; but they have difficulty dealing with everyone because it is crowded.,positive
Great venue great food appetizers. I can be a customer from now on.,positive
The meals are very good. Especially plevlevisca; soka and dried meat are very successful.,positive
I did not like the interior atmosphere; seems a little old to me.,negative
The place is quite intimate and the ambiance is very pleasant. Simplicity prevails rather than exaggeration and ostentatiousness.,positive
I recommend you try the dried meat. But their beers were a bit expensive.,positive
All meals were successful; I recommend.,positive
Lipa is a real old style tavern. There is a warm friendly atmosphere. Dry meat was very good.,positive
The atmosphere of the place is very good; the bulgur pilaf with dried meat was very good; the quality of the dried meat is a little low.,positive
The variety is less. Rice and dry meat are very good. The ravioli was not good.,positive
Beautiful; cute; stylish and delicious food. It's a bit sad that it is used more like a restaurant than a book cafe; as it turns into a restaurant at a certain time of the evening; so they took us to a place in the back.,positive
A very well designed cafe; The library looks very stylish. The menu is as you can see in the photo.,positive
Nice and fresh ambiance.,positive
Flat white is very tasty and affordable. The interior of the place is very nicely decorated; I was like amazed.,positive
Interior and location are nice; but not as nice as other restaurant of the same company. We bought a strawberry brownie cake; my friend and I both had a bad stomach.,negative
We went a few times for breakfast; we were quite satisfied. The place is really nicely decorated. Breakfast for two was understated and good. The service was smooth and the waiters were kind.,positive
We preferred milkshake and smoothie. Chocolate sauce added to the blueberry milkshake. The smoothie is also unrelated to the smoothie; it was quite sour; so it was not fresh.,negative
A cafe where books and coffee are combined very well.,positive
Ambience is very nice but they don't let you work at the outside tables; that is a negative point.,positive
The place is not very big; but there are enough tables outside as well; but we sat inside. The souffles from the name of the place were very nice.,positive
This café was highly recommended by an Istanbul-based blogger for its soufflés. The unique 2D interiors and decorations caught my eye as soon as I entered. I opted for the Chocolate with Orange soufflé; while my husband chose the Chocolate with Blueberries. I must say; the taste was absolutely amazing.,positive
This is one of my favorite cafes in Istanbul. As you can see on the menu; the soufflés are about 100 TL; the drinks could be more appropriate.,positive
Tasty; delicious soufflés!,positive
There was a queue and the cafe was small. So you have to be willing to wait in line. But it was still a good experience for us. The soufflé was very sugary and after eating a little bit of mister. The gifts given were also very sweet and took us back to our childhood.,positive
It's a very small and elegant place; its decor attracted me as I passed by. This cafe specializes in souffles of various flavors and the service they have is excellent and the staff are welcoming and cheerful.,positive
I ordered the banana & white chocolate souffle. It was a little small but very tasty. They serve it with ice cream. The staff is also very polite and smiling.,positive
It was worth getting up and going from Beylikduzu. Atmosphere 10/10,positive
This is one of the best sufles I’ve ever eaten. Although it was package service; I like the presentation; taste and texture of the chocolate. Thank you Suflor Team! ,positive
As a doner lover; it met my expectations in terms of price; taste and service. It is sure to increase the flavor in wood fire.,positive
High aroma. It is cooked completely on wood fire and without gas fueling. It turns very well.,positive
Seriously cheap and affordable price for those who want to eat delicious meat doner kebab.,positive
Price performance was satisfactory. Although it was wood fired it could have been better. Maybe doner can be asked to be a little more cooked.,positive
The hygiene of the place was not very good.,negative
Its wood-fired doner kebab tastes different; it's one of the best doner meats in this area; and it's affordable; too. Congratulations to the business. I will visit once again.,positive
Definitely do not go without a reservation; it was overcrowded. We ate very delicious pizzas; but waiting in line for 1 hour didn't make any sense.,negative
I don't understand why people wait so long to eat an average pizza.,negative
The dough and zucchini of the pizza were very well cooked. The place was a little noisy.,positive
You can definitely eat the best pizza in Istanbul here. The location is very nice. A good place both in terms of variety and taste. But the prices are quite high; Be careful.,positive
Best pizza in the area; very crowded in weekends.,positive
The quality of the pizzas was worse than before. They made me wait for a while even though the tables were empty.,negative
There are so many types of pizza; you are surprised which one you want to taste. I found it very successful in terms of taste. Atmosphere and service was good.,positive
I tried the smoked ribeye pizza; the dough is thin and very tasty.,positive
Excellent pizza and fine wine. Both food and beverage portions are large. I recommend.,positive
